Janos Slynt,Myrcella Baratheon,{'weight': 2}
Janos Slynt,Olly,{'weight': 3}
Janos Slynt,Cersei Lannister,{'weight': 6}
Janos Slynt,Davos Seaworth,{'weight': 1}
Janos Slynt,Jeor Mormont,{'weight': 1}
Janos Slynt,Mord,{'weight': 2}
Janos Slynt,Hugh of the Vale,{'weight': 1}
Janos Slynt,Syrio Forel,{'weight': 2}
Janos Slynt,Alton Lannister,{'weight': 1}
Janos Slynt,Tobho Mott,{'weight': 2}
Janos Slynt,Loras Tyrell,{'weight': 1}
Janos Slynt,Robert Baratheon,{'weight': 4}
Janos Slynt,Othell Yarwyck,{'weight': 1}
Janos Slynt,Mag the Mighty,{'weight': 1}
Janos Slynt,Brandon Stark,{'weight': 1}
Janos Slynt,Eddard Stark,{'weight': 4}
Janos Slynt,Baby Sam,{'weight': 5}
Janos Slynt,Ned Umber,{'weight': 3}
Janos Slynt,Jaime Lannister,{'weight': 6}
Janos Slynt,Robb Stark,{'weight': 3}
Janos Slynt,Grenn,{'weight': 2}
Janos Slynt,Bran Stark,{'weight': 2}
Janos Slynt,Renly Baratheon,{'weight': 1}
Janos Slynt,Gilly,{'weight': 3}
Janos Slynt,Thenn Warg,{'weight': 1}
Janos Slynt,Maester Aemon,{'weight': 5}
Janos Slynt,Samwell Tarly,{'weight': 3}
Janos Slynt,Styr,{'weight': 1}
Janos Slynt,Ygritte,{'weight': 2}
Janos Slynt,Trystane Martell,{'weight': 1}
Janos Slynt,Tommen Baratheon,{'weight': 2}
Janos Slynt,Wildling Rioter,{'weight': 1}
Janos Slynt,Septa Mordane,{'weight': 2}
Janos Slynt,Grand Maester Pycelle,{'weight': 3}
Janos Slynt,Craster,{'weight': 2}
Janos Slynt,Locke,{'weight': 1}
Janos Slynt,Ros,{'weight': 3}
Janos Slynt,Bronn,{'weight': 1}
Janos Slynt,Gendry,{'weight': 2}
Janos Slynt,Jon Arryn,{'weight': 2}
Janos Slynt,Daenerys Targaryen,{'weight': 1}
Janos Slynt,Meryn Trant,{'weight': 1}
Janos Slynt,Lyanna Mormont,{'weight': 1}
Janos Slynt,Sansa Stark,{'weight': 4}
Janos Slynt,Tyrion Lannister,{'weight': 4}
Janos Slynt,Petyr Baelish,{'weight': 3}
Janos Slynt,Lancel Lannister,{'weight': 1}
Janos Slynt,High Septon,{'weight': 1}
Janos Slynt,Shireen Baratheon,{'weight': 1}
Janos Slynt,Barristan Selmy,{'weight': 2}
Janos Slynt,Yoren,{'weight': 1}
Janos Slynt,Jon Snow,{'weight': 5}
Janos Slynt,Qhorin Halfhand,{'weight': 1}
Janos Slynt,Jory Cassel,{'weight': 1}
Janos Slynt,Shae,{'weight': 2}
Janos Slynt,Mance Rayder,{'weight': 3}
Janos Slynt,Theon Greyjoy,{'weight': 1}
Janos Slynt,Pypar,{'weight': 1}
Janos Slynt,Tormund Giantsbane,{'weight': 2}
Janos Slynt,Balon Greyjoy,{'weight': 1}
Janos Slynt,Arya Stark,{'weight': 3}
Janos Slynt,Sandor Clegane,{'weight': 4}
